"reg1","vote16","meeting","moneyorg","protest","online","persuade","button","moneycand","argument","particip_none","particip_count","vote20jb","apppres7","frnpres7","immpres7","econpres7","econnow","finworry","confecon","hlthcare1","hlthcare2","experts","science","exphelp","excessive","socmed_1","socmed_2","socmed_3","socmed_4","socmed_5","socmed_6","socmed_7","socmed_8","socmed_9","twitter1","racegr","sex","educ","income","birthyr","covidpres7","healthcarepres7","covid1","covid2","mis_covid1","conf_covid1","mis_covid2","conf_covid2"
1,4,1,0,0,1,1,0,1,1,0,5,3,7,7,6,7,4,2,3,2,2,5,4,5,3,1,0,1,0,1,0,0,1,0,66,"White",1,5,16,1997,5,77,3,2,1,3,1,4
1,2,0,0,0,0,0,0,0,0,1,0,2,4,4,4,3,1,2,2,4,2,3,2,2,3,0,0,0,0,0,0,0,0,1,66,"Black",2,5,13,1971,4,77,4,3,2,4,2,4
1,2,0,0,0,0,0,0,0,0,1,0,2,6,7,7,5,5,5,4,3,5,4,4,3,3,1,0,1,0,0,0,0,0,0,66,"Hispanic",2,2,11,1971,7,77,4,1,2,3,2,3
1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,4,1,2,7,1,4,4,4,3,1,0,0,0,1,0,0,0,0,66,"White",2,5,21,1946,1,77,4,3,1,4,2,3
4,4,0,0,0,0,0,0,0,0,1,0,4,7,6,4,7,3,3,3,4,2,3,3,3,3,1,0,0,0,1,1,0,0,0,66,"White",2,1,1,1992,4,77,4,3,2,5,2,5
3,4,0,0,0,1,0,0,1,0,0,2,2,3,5,6,7,3,3,5,4,3,3,3,3,3,1,0,1,0,1,0,0,1,0,66,"White",2,2,1,2000,7,77,1,1,1,3,1,5
1,2,0,0,0,0,0,0,0,1,0,1,2,7,7,7,6,5,5,5,1,5,5,5,5,2,1,0,1,0,1,0,0,0,0,66,"White",2,3,15,1976,7,77,4,1,2,5,2,4
1,2,1,0,0,0,1,1,0,0,0,3,2,7,7,7,7,3,1,3,5,1,4,3,4,2,1,0,0,0,0,0,0,0,0,66,"White",2,6,21,1945,7,77,3,2,1,3,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,4,3,4,5,1,4,5,4,4,1,1,1,1,1,0,0,1,0,2,"White",1,7,20,1980,7,77,1,1,2,4,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,6,7,6,6,5,5,4,7,5,3,2,3,3,1,0,0,0,1,0,0,0,0,66,"Black",1,3,7,1973,7,77,2,1,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,3,2,5,3,2,4,4,2,3,5,4,2,2,1,1,1,0,1,1,1,0,0,3,"White",1,5,18,1986,2,77,2,1,1,4,2,3
3,4,0,0,0,0,0,0,0,0,1,0,2,5,6,5,5,2,2,3,6,2,3,3,3,3,1,0,1,0,1,1,0,1,0,66,"White",2,2,4,1973,2,77,2,1,2,3,2,2
1,4,0,0,0,0,0,0,0,1,0,1,4,6,6,2,6,3,2,4,3,1,5,5,4,4,1,1,1,1,1,1,1,0,0,3,"Black",1,3,25,2000,5,77,5,1,1,3,2,5
4,4,0,0,0,0,0,0,0,0,1,0,1,2,4,4,3,4,3,4,2,2,3,2,3,3,1,1,1,1,1,1,1,0,0,3,"White",2,2,10,1964,3,77,1,2,2,3,2,2
1,2,0,0,0,0,1,0,0,0,0,1,2,7,7,7,7,5,5,5,2,5,4,5,4,2,1,0,0,0,1,0,0,0,0,66,"White",1,5,8,1967,7,77,1,1,2,5,2,5
1,4,0,0,0,1,0,0,0,0,0,1,1,1,2,2,2,3,3,3,4,2,4,2,4,3,1,0,0,0,1,0,0,0,0,66,"White",2,5,5,1994,1,77,1,2,1,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,3,2,2,3,5,2,3,7,1,3,3,2,3,1,0,0,0,0,0,0,0,0,66,"White",2,3,14,1950,3,77,4,1,2,5,2,3
1,4,0,0,0,0,0,0,0,0,1,0,1,4,4,1,3,5,5,5,4,5,3,3,3,3,1,0,0,0,1,0,0,0,0,66,"Asian",2,5,11,1975,3,77,1,1,2,3,2,4
1,1,0,0,0,1,1,0,0,0,0,2,2,2,2,1,1,4,2,5,7,1,5,4,5,2,1,1,0,0,1,0,0,0,0,1,"White",1,5,26,1974,4,77,1,2,1,1,2,4
1,2,0,0,0,0,0,0,0,0,1,0,2,4,3,4,3,2,3,4,4,2,4,3,3,4,0,0,0,1,1,0,1,0,0,66,"Black",1,4,5,1985,5,77,2,2,2,3,2,4
3,4,0,0,0,0,0,0,0,0,1,0,4,6,6,6,6,4,3,4,5,5,4,4,4,4,1,0,0,0,0,0,0,0,0,66,"White",1,6,9,1972,5,77,4,2,2,2,2,2
1,2,0,0,0,0,0,0,0,0,1,0,2,5,6,4,7,4,2,2,1,5,5,4,5,4,1,1,1,0,1,1,0,0,0,6,"White",1,1,2,1965,5,77,1,1,2,2,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,2,3,3,3,3,2,3,2,3,3,2,1,1,1,0,1,1,0,0,0,4,"White",2,2,6,1971,2,77,3,3,1,3,2,4
1,4,0,0,0,0,0,0,0,0,1,0,2,6,6,6,3,5,2,5,1,4,3,4,5,3,1,1,1,0,1,0,1,0,0,3,"White",2,3,6,1960,6,77,2,1,2,4,2,5
1,2,0,0,0,1,1,0,1,0,0,3,2,7,7,7,6,5,2,3,2,3,4,4,2,3,1,0,1,0,1,0,0,1,0,66,"Hispanic",2,5,5,1952,7,77,2,2,2,4,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,6,5,5,5,1,4,1,2,2,2,0,0,0,0,0,0,0,0,1,66,"White",1,2,3,1946,7,77,3,4,2,5,2,5
1,1,0,0,0,1,0,0,0,1,0,2,1,3,3,3,3,4,2,2,5,4,3,3,4,5,0,0,0,0,0,0,0,0,1,66,"Black",1,5,1,1980,3,77,3,3,2,3,2,4
1,1,0,0,1,0,1,0,0,0,0,2,1,5,3,2,3,3,2,2,3,2,4,4,3,3,0,0,1,0,0,0,0,0,0,66,"White",1,5,10,1978,2,77,4,2,1,3,2,3
1,4,0,1,0,1,0,0,0,0,0,2,2,6,6,6,3,3,2,2,6,2,5,4,3,3,0,1,1,1,1,0,0,0,0,7,"Hispanic",2,6,23,1966,2,77,5,3,1,4,2,4
1,2,0,0,1,1,1,0,0,1,0,4,2,7,7,7,7,5,5,4,1,5,5,5,4,5,1,0,0,0,1,0,0,0,0,66,"White",1,5,14,1983,7,77,1,1,2,3,2,5
1,1,1,0,0,0,0,0,1,0,0,2,1,2,1,1,1,4,3,4,7,2,3,3,3,3,1,0,0,0,0,0,0,0,0,66,"White",2,5,7,1952,2,77,4,2,1,3,2,4
1,2,0,0,0,0,0,0,0,1,0,1,2,6,6,6,6,4,4,4,1,5,2,4,4,4,1,1,1,0,1,1,0,0,0,2,"Black",1,3,13,1963,3,77,4,2,1,3,2,3
1,1,0,0,0,1,1,0,0,1,0,3,1,1,1,2,1,5,5,5,7,5,4,5,5,4,0,1,1,1,1,0,0,0,0,3,"Hispanic",1,5,11,1951,1,77,1,1,1,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,2,4,2,3,3,2,2,4,3,3,3,2,2,0,0,0,0,0,0,0,0,1,66,"White",1,2,13,1955,2,77,3,4,1,3,1,3
1,2,1,0,1,1,1,0,0,1,0,5,3,7,6,6,7,5,2,5,4,2,4,3,4,3,1,1,1,1,1,1,1,0,0,3,"Hispanic",2,5,22,1990,7,77,1,1,1,2,2,4
1,2,0,1,0,0,0,0,0,0,0,1,2,7,5,7,7,5,5,5,6,3,4,5,4,2,1,0,0,0,1,0,0,0,0,66,"White",1,6,12,1941,7,77,4,2,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,5,4,4,2,3,1,1,5,4,0,0,0,1,1,1,0,0,0,66,"White",2,2,8,1956,2,77,1,1,2,3,2,5
1,1,0,0,0,0,0,0,0,1,0,1,1,2,2,1,1,3,1,2,7,1,3,3,4,2,0,0,0,0,0,0,0,0,1,66,"White",1,3,18,1949,2,77,3,2,2,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1,1,7,1,4,1,3,2,1,0,0,0,0,0,0,0,0,66,"White",2,4,22,1953,1,77,3,2,2,3,1,3
1,1,0,0,0,0,0,1,0,0,0,1,1,2,1,1,2,4,2,2,7,2,1,3,2,2,1,0,1,0,1,0,0,0,0,66,"White",2,2,11,1963,1,77,4,3,2,2,2,2
1,2,0,1,0,1,0,0,0,0,0,2,2,7,7,7,7,4,5,5,1,3,3,3,2,3,1,0,0,0,0,0,0,0,0,66,"White",2,5,3,1951,7,77,5,1,2,5,2,5
2,4,0,0,0,0,0,0,0,1,0,1,2,7,7,7,6,5,3,5,1,2,4,5,5,3,1,1,1,1,1,1,0,0,0,5,"Black",2,3,10,1999,7,77,4,1,2,5,2,5
3,4,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,1,1,5,5,5,5,1,0,0,0,0,0,0,0,0,1,66,"White",2,6,5,1950,1,77,1,1,2,1,2,4
1,4,0,0,1,0,1,0,0,1,0,3,2,6,5,7,3,5,2,4,3,1,5,5,5,4,1,1,1,1,1,1,0,0,0,4,"White",1,3,18,2000,7,77,4,1,2,4,2,5
1,2,0,1,0,0,0,0,0,1,0,2,1,4,3,7,4,3,2,2,1,3,5,4,5,3,1,0,1,0,1,0,0,0,0,66,"White",1,6,20,1986,6,77,1,1,1,4,1,4
1,1,0,1,0,0,0,0,1,0,0,2,1,1,1,1,1,5,1,3,7,1,4,3,5,2,0,0,0,0,0,0,0,0,1,66,"White",1,7,21,1947,2,77,5,2,1,1,2,3
1,3,0,0,0,1,1,0,0,0,0,2,3,7,7,4,5,5,3,5,7,2,1,3,3,4,1,1,1,0,1,0,0,0,0,7,"White",2,4,11,1965,7,77,2,1,1,5,2,5
1,4,0,0,0,0,0,0,0,0,1,0,3,3,5,6,4,4,3,3,2,2,1,3,3,2,0,0,0,0,1,0,0,0,0,66,"Black",2,3,5,1981,4,77,4,2,2,3,2,3
2,2,0,0,0,0,0,0,0,0,1,0,2,7,7,4,7,2,2,2,3,4,3,4,4,3,1,0,1,0,1,1,1,0,0,66,"White",2,2,20,1987,4,77,3,2,1,3,2,3
1,2,0,0,0,0,1,0,0,1,0,2,2,7,7,7,7,5,1,5,4,1,3,4,5,3,1,0,0,0,1,0,0,0,0,66,"White",1,2,16,1946,7,77,4,1,2,3,2,5
1,2,0,0,0,1,0,1,0,0,0,2,2,7,7,6,7,5,4,5,6,2,4,4,4,3,1,1,0,0,1,0,0,0,0,3,"White",2,3,7,1943,7,77,1,2,2,4,2,4
1,2,0,1,0,1,1,1,1,1,0,6,2,7,7,7,6,5,3,3,1,2,3,4,3,3,1,1,1,0,1,0,0,0,0,1,"White",2,3,6,1951,7,77,4,2,2,4,2,4
3,1,0,0,0,0,0,0,0,0,1,0,1,2,3,4,1,3,1,1,3,1,4,4,4,2,1,1,1,0,1,1,0,0,0,2,"White",1,6,11,1980,4,77,3,3,1,2,1,3
1,4,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,2,3,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,66,"White",2,1,3,1949,1,77,2,1,1,3,2,2
1,1,0,0,0,1,0,0,1,1,0,3,1,2,2,3,2,3,5,4,1,5,3,4,4,4,1,1,0,1,1,0,0,0,0,3,"White",1,5,9,1990,3,77,3,2,1,4,2,5
1,2,0,0,0,0,1,0,0,1,0,2,2,7,7,6,4,5,2,4,1,2,3,4,3,2,1,0,0,0,0,0,0,0,0,66,"Black",1,3,7,1953,7,77,3,1,2,3,2,4
1,1,0,0,0,1,0,0,1,0,0,2,1,2,2,1,1,4,2,4,7,1,4,4,4,3,1,1,1,0,0,0,0,0,0,7,"White",2,6,20,1952,3,77,3,1,2,2,2,5
1,2,0,1,0,1,0,0,0,1,0,3,2,2,3,3,1,2,3,2,1,2,2,2,3,3,0,0,1,1,1,1,1,0,0,66,"White",1,6,20,1990,5,77,1,2,1,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,4,3,1,4,2,2,4,5,1,1,1,0,1,1,0,1,0,2,"White",1,6,25,1978,1,77,1,2,1,2,2,3
1,2,1,0,0,1,1,0,1,1,0,5,2,7,7,7,7,5,5,5,1,5,5,5,5,3,0,0,0,0,1,0,0,0,0,66,"White",1,4,5,1984,7,77,1,1,2,3,2,5
1,2,0,1,0,1,1,0,1,1,0,5,2,7,7,7,7,5,5,5,2,5,4,5,5,3,1,1,1,1,1,0,1,0,0,1,"Mixed",2,2,9,1989,7,77,1,1,2,3,2,5
1,1,0,1,0,1,1,0,1,0,0,4,1,1,1,1,1,1,2,1,7,2,3,3,4,3,1,0,0,0,0,0,0,0,0,66,"White",2,5,2,1945,1,77,4,1,1,3,2,2
1,1,0,0,0,1,0,0,1,0,0,2,1,3,3,2,4,4,4,4,7,3,3,2,2,3,1,0,0,0,0,0,0,0,0,66,"White",1,5,18,1985,3,77,3,3,1,4,1,4
1,2,0,0,0,0,0,0,0,0,1,0,2,7,2,2,6,5,2,5,7,5,4,4,4,2,1,0,0,0,0,0,0,0,0,66,"White",1,6,13,1946,7,77,1,1,2,4,2,5
3,4,0,0,0,0,0,0,0,0,1,0,4,3,4,2,3,2,2,4,3,2,4,3,3,3,1,0,0,0,0,0,0,0,0,66,"White",2,2,14,1956,5,77,3,1,1,2,2,4
1,2,0,0,0,1,0,0,0,0,0,1,2,7,7,7,7,5,4,4,4,3,4,5,4,3,0,1,0,1,1,0,0,0,0,1,"White",2,3,4,1948,7,77,2,3,2,4,2,3
3,4,0,0,0,0,0,0,0,0,1,0,4,6,5,7,5,5,1,3,1,1,1,1,2,3,1,1,1,0,1,0,1,0,0,6,"White",2,3,3,1966,7,77,2,4,1,1,1,1
1,2,0,0,0,0,0,0,0,0,1,0,2,7,5,4,4,3,2,4,1,3,3,3,3,3,0,0,0,0,0,0,0,0,1,66,"White",2,6,24,1960,6,77,1,1,1,2,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,2,3,5,5,2,2,5,7,3,1,2,2,3,1,1,1,1,1,0,1,0,0,3,"White",1,5,21,1972,2,77,5,5,1,4,2,5
1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,5,5,5,1,5,5,5,5,3,1,0,0,0,1,0,0,0,0,66,"White",2,4,2,1963,1,77,4,1,2,4,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,2,2,3,1,1,3,2,2,1,0,0,0,1,0,0,1,0,66,"White",2,4,7,1957,2,77,4,4,2,4,2,4
1,2,0,0,0,0,0,0,1,1,0,2,2,7,7,7,6,4,4,5,3,2,5,5,5,2,1,0,0,0,0,0,0,0,0,66,"White",1,5,9,1958,7,77,1,1,2,4,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,4,5,5,5,1,5,4,2,5,5,1,0,0,0,1,0,0,0,0,66,"White",2,3,5,1982,7,77,5,1,1,4,2,3
3,4,0,0,0,1,1,1,0,1,0,4,2,7,7,7,7,5,5,5,1,5,3,4,4,4,1,1,1,0,1,1,1,0,0,4,"Mixed",2,3,1,2000,7,77,4,1,2,4,1,3
1,2,0,0,0,0,1,0,0,1,0,2,2,7,7,7,7,5,2,3,4,2,4,4,4,4,1,1,1,1,1,1,0,0,0,3,"Asian",2,5,11,1996,5,77,4,3,2,5,2,5
1,1,0,0,0,1,1,1,0,0,0,3,1,2,2,1,2,5,3,4,5,2,3,4,3,2,1,1,1,1,1,0,1,0,0,4,"White",2,4,8,1953,2,77,3,2,1,3,2,4
1,1,0,1,0,0,0,0,1,0,0,2,1,1,1,1,1,5,1,2,7,1,4,2,3,2,0,0,0,0,0,0,0,0,1,66,"White",2,2,9,1954,1,77,4,3,1,3,2,5
1,2,0,0,0,0,0,0,0,1,0,1,2,3,3,3,3,2,1,2,2,1,3,5,3,3,1,1,1,0,1,1,0,1,0,3,"White",1,5,22,1986,3,77,3,3,1,3,1,3
1,2,0,0,0,0,0,0,0,0,1,0,2,6,4,5,3,5,3,4,4,3,4,3,3,2,1,1,1,0,1,1,0,0,0,1,"White",2,5,21,1982,5,77,3,2,2,4,2,3
3,4,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,4,3,3,2,4,3,3,4,3,1,0,0,0,0,0,0,0,0,66,"White",1,2,7,1949,3,77,1,1,2,2,2,2
1,2,1,0,0,1,1,0,0,1,0,4,2,7,7,7,7,5,5,5,1,5,4,4,3,3,1,1,0,0,1,0,0,0,0,2,"White",2,5,5,1973,7,77,1,1,2,5,2,5
1,1,0,1,0,0,0,0,1,0,0,2,1,2,2,1,1,5,2,3,7,1,3,3,3,2,0,0,0,0,0,0,0,1,0,66,"White",1,5,22,1955,1,77,3,2,2,3,2,5
1,2,1,0,1,1,1,1,1,1,0,7,2,7,7,7,7,5,5,5,2,1,5,5,5,2,0,0,0,0,0,0,0,0,1,66,"Hispanic",1,6,26,1961,7,77,1,1,1,4,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,3,4,6,4,3,3,4,3,0,0,0,0,0,0,0,0,1,66,"White",2,4,6,1932,7,77,4,2,2,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,4,1,2,7,1,3,5,5,2,1,0,0,0,1,0,0,0,0,66,"White",2,6,15,1950,1,77,3,1,2,2,2,3
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,2,2,4,3,3,3,3,5,0,0,0,0,0,0,0,0,1,66,"White",2,4,11,1965,2,77,5,4,1,5,1,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,5,7,5,5,5,1,5,3,2,4,4,1,1,1,0,1,0,0,0,0,1,"Black",2,4,12,1978,7,77,1,1,2,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,3,1,5,2,4,2,1,2,4,5,2,1,1,0,0,1,0,0,0,0,1,"White",1,5,20,1955,2,77,2,1,2,4,2,5
1,3,0,0,0,0,0,0,0,0,1,0,3,7,7,7,7,4,3,3,4,2,4,5,4,4,1,0,0,1,1,0,0,0,0,66,"White",1,5,18,1975,7,77,2,1,1,2,2,4
1,2,0,1,0,0,0,0,0,0,0,1,2,7,7,7,7,5,1,5,2,2,3,3,5,4,1,0,0,0,0,0,0,1,0,66,"Black",2,2,16,1964,7,77,4,2,1,2,2,2
1,2,0,1,0,1,1,1,1,1,0,6,2,7,7,7,7,5,4,4,1,5,4,4,4,2,1,1,1,1,1,0,1,0,0,2,"Black",1,3,16,1977,7,77,1,1,2,3,2,4
1,1,0,0,0,1,1,0,0,1,0,3,1,3,3,3,2,5,5,5,4,5,4,4,4,2,1,1,1,0,1,1,0,0,0,1,"White",2,6,16,1987,3,77,1,1,1,2,2,5
3,4,0,0,0,0,0,0,0,0,1,0,2,3,3,3,3,2,3,3,3,3,4,3,3,2,0,0,1,0,0,0,0,0,0,66,"Black",1,6,14,1990,3,77,4,2,1,2,1,2
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,5,5,6,3,4,4,3,3,1,0,0,0,0,0,0,1,0,66,"White",1,4,13,1955,7,77,1,1,1,5,2,5
1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,1,2,2,7,1,4,2,3,3,1,0,1,0,1,1,0,0,0,66,"White",2,4,16,1952,1,77,4,3,2,3,2,3
1,1,0,0,0,0,0,1,1,1,0,3,1,2,4,1,1,2,5,4,7,4,3,4,3,3,1,1,1,0,0,0,0,0,0,2,"White",1,5,18,1958,3,77,1,1,2,5,2,5
1,1,1,1,0,1,0,1,1,0,0,5,1,1,1,1,1,1,2,2,1,5,1,5,5,5,1,1,1,1,1,1,1,0,0,1,"White",1,6,23,1979,1,77,1,1,2,4,1,5
3,4,0,0,0,0,0,0,0,0,1,0,2,6,6,4,4,5,5,5,6,4,5,3,5,2,1,1,1,0,1,0,0,0,0,6,"White",2,3,7,1948,6,77,3,1,2,5,2,5
2,1,0,0,0,0,0,0,0,0,1,0,1,1,4,1,1,5,3,3,4,3,3,3,3,3,1,0,1,0,1,1,1,0,0,66,"White",2,2,15,1983,2,77,3,3,1,3,2,3
1,1,0,1,0,0,0,0,0,1,0,2,1,2,1,2,1,5,2,3,7,2,1,2,1,2,0,0,0,0,1,0,0,0,0,66,"White",1,6,24,1972,2,77,3,1,2,2,2,4
1,2,0,0,0,0,0,0,0,1,0,1,2,7,6,7,4,5,3,4,1,2,3,5,5,4,1,0,0,0,1,0,0,0,0,66,"Black",2,3,6,1953,7,77,1,2,1,4,2,1
1,2,0,0,0,1,1,0,0,0,0,2,2,7,7,7,7,5,1,3,1,4,3,5,2,2,1,0,0,0,1,0,0,0,0,66,"White",2,3,5,1943,7,77,4,3,2,5,2,5
1,1,0,1,0,1,0,1,0,0,0,3,1,2,2,1,1,1,5,4,1,5,2,5,4,4,1,1,1,0,1,1,1,0,0,1,"White",1,5,13,1987,1,77,1,2,1,4,1,1
1,2,0,0,0,0,0,0,0,0,1,0,2,4,4,4,3,4,2,2,4,2,4,2,3,3,1,1,0,0,0,0,0,0,0,3,"White",1,3,3,1960,4,77,2,3,1,2,2,3
1,2,0,0,0,0,1,0,0,1,0,2,2,7,7,7,6,5,5,5,1,4,2,1,3,4,1,0,0,0,1,0,0,0,0,66,"White",1,2,3,1956,7,77,2,1,2,2,2,3
1,1,1,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,6,1,3,3,3,1,1,0,0,0,0,0,0,0,0,66,"White",1,3,4,1954,1,77,5,3,1,5,2,4
3,4,0,0,0,0,0,0,0,0,1,0,1,3,4,3,3,4,3,3,3,2,2,2,2,3,0,0,0,0,0,0,0,0,1,66,"White",2,5,5,1953,3,77,3,3,2,2,2,3
1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,4,2,3,2,3,3,2,1,1,0,0,0,0,0,0,0,2,"Black",1,5,6,1987,2,77,4,3,1,4,2,3
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,4,4,5,1,5,4,3,4,1,1,0,0,0,0,0,0,0,0,66,"White",2,2,11,1954,1,77,1,1,2,4,2,5
1,2,0,1,1,0,0,0,1,1,0,4,2,7,7,7,99,5,1,5,6,1,3,5,9,5,0,0,0,0,0,0,0,0,1,66,"White",2,6,24,1947,7,77,4,1,2,4,2,4
1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,2,4,7,2,4,2,3,2,0,0,0,0,0,0,0,0,1,66,"Hispanic",1,3,17,1963,1,77,4,3,2,4,2,5
1,2,0,0,0,1,0,0,0,0,0,1,2,7,7,7,7,5,4,4,2,3,2,2,2,4,1,1,1,0,1,1,0,0,0,6,"Black",2,5,8,1985,7,77,3,2,1,3,1,4
2,1,0,0,0,0,0,0,0,0,1,0,2,6,5,5,6,5,5,5,4,3,3,2,3,3,1,0,0,0,1,1,0,0,0,66,"White",2,3,1,1993,6,77,3,1,1,4,1,3
1,1,0,0,0,0,0,0,0,0,1,0,1,7,6,7,6,5,5,5,1,4,1,3,3,3,1,1,0,0,1,0,0,0,0,6,"White",2,4,21,1969,6,77,1,1,1,5,1,5
1,3,0,0,0,0,0,0,0,0,1,0,2,7,5,6,4,4,3,4,2,3,3,2,4,3,1,0,0,0,0,0,0,0,0,66,"White",2,2,3,1945,7,77,1,1,2,5,2,4
1,3,0,1,0,0,1,0,0,0,0,2,3,2,1,2,3,4,1,4,7,1,2,2,2,2,0,0,0,0,0,0,0,0,1,66,"White",2,3,25,1962,2,77,4,1,2,3,1,5
4,2,1,0,0,0,1,1,0,1,0,4,2,7,7,7,7,5,3,5,2,4,5,5,5,3,1,0,0,0,0,0,0,0,0,66,"White",1,5,3,1956,7,77,1,1,2,5,2,5
1,2,1,1,1,1,1,1,1,0,0,7,2,1,1,1,1,1,2,3,2,4,3,3,2,3,1,1,1,1,1,1,1,0,0,1,"Hispanic",2,7,23,1963,1,77,3,4,1,3,1,3
1,2,0,0,0,0,0,0,0,0,1,0,2,4,4,4,4,5,3,3,4,3,5,3,3,3,0,0,0,0,0,0,0,0,1,66,"White",2,1,6,1942,4,77,5,3,2,5,2,5
1,3,0,1,0,1,1,0,0,1,0,4,4,3,3,3,5,4,3,3,3,3,4,4,5,5,1,1,1,0,1,0,0,0,0,3,"Asian",2,5,26,1979,4,77,4,4,1,4,2,2
3,4,0,0,0,0,0,0,0,0,1,0,1,3,2,1,3,5,5,5,3,3,3,3,2,2,1,1,1,0,1,0,0,0,0,1,"White",1,2,16,1954,3,77,4,2,2,2,2,4
1,1,0,1,0,0,1,1,0,0,0,3,1,3,2,3,4,2,4,4,3,4,1,3,4,5,1,0,1,0,0,0,0,0,0,66,"Hispanic",2,5,22,1980,2,77,2,3,1,4,2,5
1,1,1,0,1,1,0,1,0,1,0,5,1,1,1,1,1,1,4,4,1,5,1,4,4,4,1,1,1,1,0,0,0,0,0,1,"White",1,6,16,1978,1,77,2,1,1,4,1,4
1,2,0,0,0,0,0,0,0,0,1,0,2,2,6,6,3,5,5,4,6,2,4,3,4,4,1,0,0,0,1,0,0,0,0,66,"Black",2,4,8,1947,3,77,2,1,2,4,2,4
1,4,0,0,0,0,0,0,0,0,1,0,4,4,5,5,5,3,1,2,4,2,3,3,4,3,1,0,1,0,1,0,0,0,0,66,"White",2,6,19,1988,4,77,3,5,1,1,2,1
1,1,0,0,0,0,0,0,0,1,0,1,1,3,3,1,2,1,5,5,3,3,4,4,1,1,0,0,0,0,1,0,0,0,0,66,"White",1,6,16,1962,5,77,2,1,2,1,2,5
3,4,0,0,0,0,0,0,0,0,1,0,2,7,6,5,4,4,1,2,3,1,4,5,5,2,1,1,0,0,1,0,0,0,0,5,"White",2,4,13,1996,6,77,5,3,2,4,2,3
1,1,0,0,0,1,0,0,0,0,0,1,1,2,2,1,1,4,2,3,3,2,4,2,2,2,1,0,0,0,1,0,0,0,0,66,"White",1,3,7,1937,2,77,1,3,1,4,2,3
1,2,0,0,0,1,0,0,0,0,0,1,2,7,7,5,4,5,2,4,5,5,4,3,3,3,1,0,0,0,1,0,0,0,0,66,"White",2,3,14,1964,5,77,3,2,1,3,2,3
1,2,0,0,0,0,0,0,0,1,0,1,2,7,6,7,7,4,2,3,4,2,4,5,4,4,0,0,0,0,0,0,0,0,1,66,"White",1,3,13,1945,7,77,3,3,2,4,2,4
4,4,0,1,0,1,0,0,0,0,0,2,4,4,4,4,4,3,1,1,7,1,3,2,3,4,1,1,1,0,1,0,0,0,0,4,"Black",1,3,26,1990,4,77,5,5,2,1,1,5
1,2,0,0,0,1,0,0,0,0,0,1,2,7,7,7,7,4,1,4,3,1,4,4,3,4,1,1,1,0,1,0,0,1,0,3,"White",1,3,6,1950,7,77,4,2,2,4,2,5
1,4,0,0,0,0,0,0,0,1,0,1,2,6,6,5,5,3,3,3,3,3,2,3,2,3,1,0,0,0,1,0,0,0,0,66,"Hispanic",1,3,7,1961,6,77,3,2,2,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,3,3,2,2,2,3,4,3,2,3,2,3,2,1,0,1,0,1,0,0,0,0,66,"White",2,2,3,1951,2,77,1,1,2,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,4,4,4,3,3,3,3,3,2,3,3,3,0,1,1,1,1,0,0,0,0,1,"Hispanic",1,2,16,1987,2,77,3,2,1,5,2,3
1,1,1,1,0,1,0,0,0,0,0,3,1,1,2,3,3,2,2,3,1,1,4,4,5,1,1,1,1,0,1,1,1,0,0,4,"White",1,6,13,1985,5,77,3,3,2,2,2,2
